S.No.,Name,CMP Rs.,TruFace Rs.,Mar Cap Rs.Cr. ,Sales Rs.Cr.,spe %,NP 12M Rs.Cr.,EPS 12M Rs.,P/E,Div Yld %,CMP / BV,Vol 1d,Face value Rs.,B.V. Rs.,QoQ Profits %,No. Eq. Shares Cr.,Debt / Eq
3863,Eastern Treads,44.1,4.41,23.07,59.2,0.39,-3.12,-5.96,,0.00,,1194,10,-18.46,-97.18,0.52,
3864,GACM Tech-DVR,1.95,1.95,23.05,9.62,2.40,-1.22,-0.11,,0.00,,41718,1,-0.58,,11.82,
3865,Sarthak Industri,24.8,2.48,23.04,30.25,0.76,0.91,0.98,25.32,0.00,0.57,210,10,43.27,212.50,0.93,0.04
3866,Grandma Trading,1.76,1.76,22.99,0.13,176.81,-0.22,-0.02,,0.00,15.12,7605,1,0.12,-457.14,13.06,0.01
3867,IITL Projects,46,4.6,22.96,4.32,5.32,23.05,46.18,8.32,0.00,,503,10,-66.02,-121.38,0.5,
3868,Howard Hotels,25.19,2.52,22.95,13.69,1.67,-0.02,-0.02,,0.00,2.08,1849,10,12.1,-3950.00,0.91,0.46
3869,Cella Space,11.34,1.13,22.85,7.86,2.91,0.14,0.07,78.79,0.00,,3440,10,-10.31,133.33,2.02,
3870,Onelife Capital,17.09,1.71,22.83,42.39,0.54,1.74,1.07,15.97,0.00,0.45,23146,10,37.95,-63.89,1.34,0.52
3871,Evoq Remedies,9.15,0.92,22.78,4.05,5.63,0.45,0.33,50.62,0.00,0.49,36000,10,18.56,680.00,2.49,0.17
3873,Trans Freight,31.22,3.12,22.73,0,,1.16,1.59,19.59,0.00,0.60,3358,10,52.29,-6.06,0.73,0.00
3872,Prima Industries,21.07,2.11,22.73,7.24,3.14,0.05,0.05,454.60,0.00,2.70,946,10,7.79,-141.94,1.08,1.65
3874,Labelkraft Tech.,70,7,22.71,18.43,1.22,1.12,3.45,20.28,0.00,2.11,0,10,33.23,19.61,0.32,0.23
3875,Kunststoff Inds.,32.94,3.29,22.70,13.2,1.72,1.25,1.81,18.16,0.00,2.13,1942,10,15.44,91.30,0.69,0.00
3876,Deep Diamond,7.08,7.08,22.66,3.96,5.72,0.35,0.11,64.74,0.00,1.11,257200,1,6.38,363.64,3.2,0.08
3877,Easun Capital Ma,43.16,4.32,22.57,0.65,34.53,-0.05,-0.1,,0.00,1.07,0,10,40.27,-800.00,0.52,0.00
3878,Scan Projects,78.55,7.86,22.54,8.33,2.73,0.06,0.21,25.61,0.00,4.66,325,10,16.84,-98.67,0.29,0.02
3879,Bhudevi Infra,48.7,4.87,22.35,3.62,6.19,0.83,1.81,26.93,0.00,33.36,0,10,1.46,-110.99,0.46,0.87
3880,Shree Bhavya,23.33,2.33,22.16,175.48,0.13,1.74,1.83,12.74,0.00,0.67,2498,10,34.74,-19.18,0.95,1.75
3882,Silly Monks,21.59,2.16,22.05,22.27,0.99,0.26,0.25,84.81,0.00,2.99,7192,10,7.23,-100.00,1.02,0.07
3881,BKV Industries,14.27,14.27,22.05,0.8,27.47,0.15,0.1,147.00,0.00,4.93,12833,1,2.89,-33.33,1.54,0.00
3883,Yaan Enterprises,71.09,7.11,22.04,5.33,4.13,0.49,1.58,44.98,0.00,5.36,2259,10,13.26,-96.00,0.31,0.19
3884,Neeraj Paper Mkt,20,2,22.00,168.45,0.13,0.61,0.55,36.07,0.00,0.80,37,10,25.07,27.27,1.1,0.92
3885,Purshottam Inves,35,3.5,21.99,81.1,0.27,10.38,16.52,2.12,0.00,0.56,13479,10,62.24,-102.80,0.63,1.15
3886,Indus Finance,23.74,2.37,21.98,3.83,5.76,0.56,0.6,25.56,1.26,0.91,483,10,25.96,-77.27,0.93,0.58
3887,Gem Spinners,3.57,0.71,21.91,0,,-0.71,-0.12,,0.00,,100,5,-0.26,-56.25,6.14,
3888,Ace Men,70.68,7.07,21.90,0,,0.12,0.39,182.50,0.00,5.66,29657,10,12.49,0.00,0.31,0.00
3889,Sanghvi Brands,21,2.1,21.87,9.13,2.39,0.5,0.48,43.74,0.00,4.84,6000,10,4.34,0.00,1.04,0.00
3890,MRC Agrotech,10.67,1.07,21.86,14.4,1.52,0.78,0.72,,0.00,0.81,67520,10,13.12,-56.25,2.05,0.12
3891,NDA Securities,36.61,3.66,21.78,7.08,3.05,0.78,1.31,27.92,0.00,2.03,9030,10,18,-20.00,0.59,0.11
3892,Diggi Multitrade,22.48,2.25,21.76,0,,-0.27,-0.28,,0.00,2.11,10000,10,10.66,-700.00,0.97,0.00
3893,Ishita Drugs,72.75,7.28,21.75,15.14,1.44,0.76,2.54,28.62,0.00,2.19,4275,10,33.17,-46.43,0.3,0.00
3894,Garware Marine,37.7,3.77,21.74,0.87,25.13,0.12,0.21,181.17,0.00,1.97,23033,10,19.16,371.43,0.58,0.00
3895,Gian Lifecare,21.01,2.1,21.73,12.67,1.71,4.14,4,5.25,0.00,1.11,232728,10,18.96,-95.00,1.03,0.21
3896,BFL Asset Finves,21.24,2.12,21.67,36,0.60,7.71,7.56,2.81,0.00,1.49,111868,10,14.27,335.83,1.02,0.29
3897,KCD Industries,8.56,8.56,21.65,17.26,1.25,2.04,0.81,10.61,0.00,0.51,91653,1,16.67,-50.00,2.53,0.00
3898,Vamshi Rubber,51.19,5.12,21.55,81.39,0.26,0.66,1.57,32.65,0.00,1.57,963,10,32.54,-27.27,0.42,1.35
3899,Rajkamal Synth.,33.13,3.31,21.53,0.83,25.95,0.24,0.37,89.71,0.00,195.77,22535,10,0.17,77.78,0.65,1.09
3901,3C IT Solutions,35.73,7.15,21.51,29.84,0.72,0.12,0.28,179.25,0.00,,22000,5,,220.97,0.6,1.23
3900,Padam Cotton,55.54,5.55,21.51,0,,1.65,4.26,,0.00,3.07,44506,10,18.1,97.30,0.39,0.00
3902,Samtex Fashion,2.88,1.44,21.46,0,,-3.47,-0.47,,0.00,,29272,2,-32.13,89.92,7.45,
3903,Octaware Tech.,59.75,5.98,21.45,15.9,1.35,-1.58,-4.43,,0.00,1.60,0,10,37.43,-1236.36,0.36,0.05
3904,Silver Oak (I),56.38,5.64,21.37,0.01,2142.44,-0.69,-2.8,,0.00,2.87,1171,10,19.66,-154.43,0.38,1.11
3905,Sibar Auto Parts,12.92,1.29,21.35,20.23,1.05,-1.3,-0.79,,0.00,2.20,6812,10,5.88,36.17,1.65,0.13
3906,Computer Point,7.1,0.71,21.30,0.02,1065.00,0.05,0.02,426.00,0.00,0.64,168715,10,11.14,500.00,3,0.00
3907,Omkar Spl.Chem.,10.34,1.03,21.28,19.36,1.10,-13.22,-6.42,,0.00,,0,10,-83.03,41.06,2.06,
3908,Tavernier Res.,35.58,3.56,21.27,0,,-0.24,-0.4,,0.00,4.08,0,10,8.73,-150.00,0.6,0.00
3909,Darshan Orna,4.25,2.13,21.26,32.62,0.65,3.74,0.75,5.68,0.00,1.12,145541,2,3.78,-92.31,5,0.20
3910,Epic Energy,29.47,2.95,21.25,3.13,6.78,0.43,0.6,49.42,0.00,3.15,16768,10,9.35,-40.00,0.72,0.00
3911,Pro Fin Capital,1,1,21.20,24.62,0.86,-0.82,-0.04,,0.00,0.73,157673,1,1.36,137.18,21.2,10.94
3912,Gautam Exim,68.75,6.88,21.18,168.56,0.13,0.15,0.49,141.20,0.00,1.61,0,10,42.65,-112.50,0.31,0.75
3913,Apt Packaging,40.16,4.02,21.14,13.34,1.60,-0.98,-1.86,,0.00,,855,10,-9.54,-5.88,0.53,
3914,Mihika Industrie,21.05,2.11,21.05,6.28,3.35,0.31,0.31,67.90,0.00,0.96,1973,10,21.83,-51.72,1,0.00
3915,Adinath Textiles,30.86,3.09,21.02,0,,0.48,0.7,43.79,0.00,7.28,4660,10,4.24,-20.00,0.68,0.00
3916,Mahaan Foods,60,6,21.00,0,,0.71,2.03,29.58,0.00,1.08,661,10,55.65,-84.38,0.35,0.00
3917,Bright Solar,8.4,0.84,21.00,9.54,2.20,-6,-2.4,,0.00,0.71,414000,10,11.77,6.45,2.5,0.02
3918,Gujarat Hy-Spin,12.5,1.25,20.94,91.76,0.23,0.17,0.1,123.18,0.00,1.10,20000,10,11.35,214.29,1.68,0.51
3920,Richa Info,85.95,8.6,20.89,39.13,0.53,0.71,2.92,29.42,0.00,1.76,2000,10,48.77,73.08,0.24,0.71
3919,R R Fin. Cons.,18.89,1.89,20.89,20.71,1.01,0.14,0.09,208.90,0.00,0.46,1362,10,41.22,149.15,1.11,0.22
3921,Richfield Fin,55.65,5.57,20.87,2.37,8.92,0.9,2.4,23.19,1.44,2.43,461,10,22.91,-85.29,0.38,0.06
3922,A and M Jumbo,19.85,1.99,20.84,3.38,6.17,-0.1,-0.1,,0.00,2.42,368000,10,8.19,77.78,1.05,0.65
3923,Trimurthi,20.87,2.09,20.77,2.87,7.20,-0.17,-0.13,,0.00,2.30,0,10,9.07,-225.00,0.99,0.00
3924,Titaanium Ten,30.84,3.08,20.75,191.52,0.11,1.32,1.96,14.93,0.00,1.20,0,10,25.74,6.25,0.67,2.42
3925,Palm Jewels,20.59,2.06,20.67,133.12,0.15,0.83,0.83,24.90,0.00,1.43,36182,10,14.39,330.77,1,0.19
3926,RTCL,17.21,1.72,20.65,3.86,5.35,2.36,1.97,8.57,0.00,0.49,3780,10,35.32,-88.17,1.2,0.05
3927,Silverline Tech,3.44,0.34,20.64,2.07,9.97,-0.76,-0.13,,0.00,0.84,182000,10,4.11,102.33,6,1.46
3928,Garware Synth,35.54,3.55,20.64,10.47,1.97,0.04,0.07,,0.00,,6833,10,-3.58,-50.00,0.58,
3929,Groarc Industrie,10.08,1.01,20.63,67.26,0.31,1.12,0.55,18.42,0.00,0.53,6132,10,19.05,275.51,2.05,0.00
3930,Sterling Guaran.,31.5,3.15,20.59,0,,-0.11,-0.17,,0.00,,1372,10,-1.16,-100.00,0.65,
3931,Scarnose Inter.,65.27,6.53,20.56,13.86,1.51,0.01,0.03,2056.00,0.00,2.15,4000,10,30.32,225.00,0.32,0.00
3932,Guj. Inject(Ker),14.03,1.4,20.55,8.69,2.36,0.17,0.14,120.88,0.00,1.86,9903,10,7.55,200.00,1.46,0.00
3933,Shreevatsaa Fin.,20.32,2.03,20.52,0.88,23.32,0.57,0.56,36.00,0.00,0.92,545,10,22.13,-31.25,1.01,0.00
3934,Citizen Infoline,38,3.8,20.51,3.7,5.55,0.02,0.04,1025.50,0.00,4.46,1,10,8.52,200.00,0.54,0.00
3935,Winpro Industrie,2.05,0.41,20.49,0,,-0.28,-0.03,,0.00,1.03,546898,5,1.99,83.33,10,0.01
3936,Emmessar Biotech,40.9,4.09,20.45,0.57,35.88,0.79,1.58,25.89,0.00,2.76,998,10,14.83,-75.68,0.5,0.01
3937,Rish.Digh.Steel,37,3.7,20.31,0,,11.72,21.36,1.73,0.00,1.12,1647,10,32.95,-99.33,0.55,0.00
3938,Rita Finance and,20.3,2.03,20.30,0.97,20.93,0.42,0.42,48.33,0.00,1.31,101646,10,15.51,211.76,1,0.00
3940,Vedant Asset,73.4,7.34,20.27,2.54,8.09,0.24,0.87,84.46,0.00,3.91,108000,10,18.79,0.00,0.28,0.00
3939,Tasty Dairy,9.92,0.99,20.27,19.75,1.02,-49.13,-24.05,,0.00,,22683,10,-9.72,87.79,2.04,2.05
3941,Uniroyal Ind,24.5,2.45,20.26,102.04,0.20,1.51,1.83,13.42,0.00,1.05,601,10,23.44,-75.00,0.83,1.14
3942,Clinitech Lab,88.73,8.87,20.25,6.4,3.19,0.37,2.2,56.25,0.00,,45600,10,,,0.23,0.25
3943,Gemstone Invest.,2.7,2.7,20.18,2.15,9.38,0.43,0.06,46.93,0.00,0.83,596488,1,3.27,151.56,7.47,0.00
3944,Classic Filament,33,3.3,20.17,0,,-0.09,-0.15,,0.00,3.48,692,10,9.47,-300.00,0.61,0.03
3945,Sujala Trading &,35.21,3.52,20.15,1.64,12.24,0.15,0.26,134.33,0.00,1.24,1109,10,28.42,-6.25,0.57,0.00
3946,Ajel,17.3,1.73,20.15,13.92,1.45,-0.75,-0.64,,0.00,1.34,6349,10,12.91,-9.72,1.17,0.36
3947,Kahan Packaging,74,7.4,20.13,24.7,0.81,1,3.68,20.13,0.00,2.31,3200,10,32.1,-18.18,0.27,0.73
3948,Kartik Invest.,824.5,82.45,20.12,0.04,412.25,-0.01,-0.41,,0.00,4.50,0,10,183.2,50.00,0.02,0.00
3950,Madhya Prad. Tod,44,4.4,20.10,21.56,0.94,2.53,5.54,7.91,0.00,0.49,0,10,90.65,52.00,0.46,0.05
3949,Fruition Venture,50.24,5.02,20.10,0.49,41.01,-0.66,-1.65,,0.00,3.92,1393,10,12.82,22.73,0.4,0.35
3951,Future Ent. DVR,5.1,2.55,20.08,,,,,,0.00,,10383,2,,-40.83,3.94,
3952,Milestone Global,40,4,20.07,15.12,1.32,0.61,1.22,32.90,0.00,2.17,1155,10,18.48,164.00,0.5,0.00
3953,Jackson Invest,0.69,0.69,20.06,0.6,33.43,-0.05,0,,0.00,0.63,2592759,1,1.1,115.38,29.07,0.00
3954,Marg Techno-Proj,33.38,3.34,20.03,4.87,4.11,0.09,0.15,222.56,0.00,2.97,603,10,11.23,115.00,0.6,1.44
3955,Euphoria Infotec,68.99,6.9,20.02,6.01,3.33,0.92,3.17,21.76,0.00,1.37,8400,10,50.38,-48.33,0.29,0.06
3956,Nyssa Corp.,6.67,6.67,20.01,6.01,3.33,1.75,0.58,11.50,0.00,0.66,49940,1,10.05,302.15,3,0.08
3957,Ashish Polyplast,58.83,5.88,20.00,16.31,1.23,0.95,2.8,21.05,0.00,3.08,3092,10,19.07,371.43,0.34,0.05
3958,ABC Gas (Int.),100.95,10.1,19.99,0.27,74.78,0.33,1.67,,0.00,5.05,0,10,20,-93.65,0.2,0.00
3959,Innovatus Enter.,50.4,5.04,19.95,19.93,1.01,0.64,1.62,31.17,0.00,1.51,6000,10,33.4,-27.03,0.4,0.00
3960,Regent Enterp.,5.96,0.6,19.94,682.67,0.03,1.47,0.44,25.90,0.00,0.52,147767,10,11.56,1200.00,3.35,0.06
3961,Chandni Machines,61.74,6.17,19.93,195.12,0.10,2,6.2,9.96,0.00,2.26,23578,10,27.27,1285.71,0.32,0.04
3962,South Asian Ent.,49.64,4.96,19.86,4.63,4.29,-1.15,-1.87,,0.00,4.82,0,10,10.3,40.48,0.4,1.01
3964,Cindrella Hotels,54.99,5.5,19.80,7.9,2.51,0.12,0.33,165.00,1.82,1.67,1192,10,32.86,316.67,0.36,0.13
3963,Jai Mata Glass,1.98,1.98,19.80,0.43,46.05,0.1,0.01,198.00,0.00,6.41,141454,1,0.31,-83.33,10,0.02
3965,Advance Petroch.,219.8,21.98,19.78,37.78,0.52,0.56,6.22,35.32,0.00,5.29,51,10,41.56,-95.65,0.09,2.40
3966,IEL,5.92,5.92,19.76,20.96,0.94,0.51,0.15,38.75,0.00,16.06,67862,1,0.37,121.43,3.34,0.74
3967,Ras Resorts,49.76,4.98,19.75,13.48,1.48,0.56,1.41,35.27,0.00,1.01,175,10,49.2,-29.41,0.4,0.23
3968,Asian Warehous.,56.6,5.66,19.74,1.6,,0.14,,141.00,0.00,,3696,10,,116.67,,0.29
3969,G K P Printing,8.94,0.89,19.67,25.69,0.77,-1.74,-0.79,,0.00,0.91,34604,10,9.8,109.23,2.2,0.15
3970,Shree Metalloys,37.38,3.74,19.66,96.33,0.21,0.62,1.18,31.71,0.00,2.24,507,10,16.72,-19.05,0.53,0.00
3971,7NR Retail Ltd,7.02,0.7,19.66,9.3,2.11,-1.69,-0.6,,0.00,0.68,94375,10,10.25,-121.74,2.8,0.18
3972,Finelistings,53.99,5.4,19.63,13.59,1.43,1.74,6.86,11.28,0.00,,6000,10,,,0.36,0.21
3973,Hira Automobile,71.22,7.12,19.59,259.09,0.08,0.6,2.18,33.20,0.00,1.43,0,10,49.68,283.33,0.28,5.74
3974,Sarvottam Finve.,26.04,2.6,19.53,2.09,9.34,0.46,0.61,42.46,0.00,0.77,5847,10,33.73,-55.56,0.75,0.02
3976,S R G Securities,36.29,3.63,19.51,1.44,13.61,0.47,0.87,41.51,0.00,1.35,0,10,26.83,47.37,0.54,0.00
3975,HB Leasing &Fin.,17.64,1.76,19.51,0.37,52.92,0,0,,0.00,7.62,3119,10,2.31,-260.00,1.11,0.02
3977,Reetech Intl,46.1,4.61,19.49,29.27,0.66,1.04,2.46,18.39,0.00,1.21,1200,10,37.97,745.45,0.42,0.00
3978,Billwin Indust.,46.55,4.66,19.46,4.91,3.98,0.79,1.84,24.63,0.00,3.08,105000,10,15.09,-60.71,0.42,0.68
3979,Guj. Lease Fin.,7.17,0.72,19.45,0,,0.09,0.03,216.11,0.00,,7022,10,-1.52,-250.00,2.71,
3980,P B A Infra.,14.34,1.43,19.36,64.75,0.30,1.45,1.07,1.48,0.00,,19316,10,-86.65,101.49,1.35,
3981,Kotia Enterprise,27.55,2.76,19.34,0.56,34.44,-0.13,-0.19,,0.00,2.03,124,10,13.59,0.00,0.7,0.00
3982,Super Fine Knit.,15.57,1.56,19.30,27.99,0.69,0.58,0.47,33.28,0.00,0.83,0,10,18.74,105.26,1.24,0.51
3983,Kretto Syscon,1.23,1.23,19.29,1.03,18.72,0.91,0.06,21.20,0.00,1.15,490508,1,1.07,300.00,15.68,0.06
3984,Sita Enterprises,64.1,6.41,19.23,3.85,4.99,3.36,11.2,5.72,0.00,1.34,4173,10,47.87,160.47,0.3,0.00
3985,Sahara,62.6,6.26,19.22,13.43,1.44,0.78,2.54,24.64,0.00,1.60,1600,10,39.21,,0.31,0.11
3987,Solid Stone Co,35.65,3.57,19.18,22.23,0.87,0.64,1.19,29.97,0.00,0.89,5301,10,40.28,-86.21,0.54,0.83
3986,Velan Hotels,6,0.6,19.18,0,,-1.11,-0.35,,0.00,3.52,22280,10,1.71,40.54,3.2,9.16
3988,Patron Exim,8.26,0.83,19.15,6.58,2.91,0.67,0.29,28.58,0.00,0.49,4000,10,16.89,742.86,2.32,0.01
3989,Saroja Pharma In,47.5,4.75,19.10,40.86,0.47,0.88,2.19,21.70,0.00,1.30,1600,10,36.41,-24.00,0.4,0.39
3990,Brandbucket Med.,8.17,0.82,18.99,34.22,0.55,0.85,0.37,22.34,0.00,0.24,46000,10,34.14,,2.32,0.00
3991,Sh. Karthik Pap.,9.93,1.99,18.98,59.15,0.32,0.46,0.24,41.26,0.00,7.75,7917,5,1.28,164.86,1.91,9.38
3992,Asian Petroprod.,21.89,2.19,18.97,0,,-1.18,-1.36,,0.00,,538,10,-3.4,33.33,0.87,
3993,Hindustan Agrig.,43.03,4.3,18.93,0.07,,0.46,,41.15,0.00,,9750,10,,-69.23,,0.00
3994,Ironwood Educa,23.92,2.39,18.92,3.79,4.99,-6.22,-7.87,,0.00,3.17,14158,10,7.55,89.57,0.79,1.63
3995,Mansi Fin.(Chen),53.49,5.35,18.88,7.57,2.47,2.07,5.86,9.12,0.00,0.55,664,10,97.85,1060.00,0.35,0.93
3996,Yunik Managing,13.19,1.32,18.85,0.05,377.23,-0.28,-0.2,,0.00,41.88,3368,10,0.31,50.00,1.43,0.00
3997,IND Renewable,13.52,1.35,18.83,0,,0.01,-0.01,1883.00,0.00,0.72,109703,10,18.76,80.77,1.39,0.02
3998,ETT Ltd,18.11,1.81,18.78,0,,1.87,1.8,10.04,0.00,0.52,58786,10,34.82,40.00,1.04,0.00
3999,Franklin Leasing,11.9,1.19,18.78,11.24,1.67,0.19,0.12,98.84,0.00,0.50,4000,10,23.91,295.00,1.58,0.00
4000,Anna Infrastruct,49.21,4.92,18.70,1.36,13.75,0.44,1.16,42.50,0.00,1.84,196,10,26.76,-100.00,0.38,0.00
4001,Sharp Investment,0.77,0.77,18.64,0.24,77.67,-0.04,0,,0.00,0.66,549068,1,1.17,-161.90,24.21,0.00
4002,Usha Mart. Edu.,7.05,7.05,18.62,0.68,27.37,0.15,0.06,124.13,0.00,1.30,5256,1,5.41,140.00,2.64,0.12
4004,Mayukh Dealtrade,8.15,1.63,18.58,3.67,5.06,1.47,0.67,12.64,0.00,0.82,19460,5,9.89,-29.17,2.28,0.01
4003,Spice IslandsInd,43.22,4.32,18.58,0.71,26.18,0.32,0.74,58.06,0.00,,171,10,-0.7,-45.45,0.43,
4005,Econo Trade Indi,9.9,0.99,18.48,7.05,2.63,2.39,1.28,7.73,0.00,0.42,29993,10,23.35,-59.80,1.87,0.67
4006,Genomic Valley,60.5,6.05,18.48,0.27,69.46,0.13,0.43,142.15,0.00,5.22,2539,10,11.59,425.00,0.31,0.00
4007,Rite Zone,43.6,4.36,18.44,26.72,0.69,1.13,2.67,16.32,0.00,1.30,14400,10,33.54,82.50,0.42,0.06
4008,R O Jewels,3.65,1.83,18.41,392.56,0.05,1.18,0.23,15.60,0.00,1.41,572324,2,2.58,106.15,5.04,0.51
4009,First Custodian,122.12,12.21,18.32,3.62,5.06,2.3,15.33,7.97,0.82,1.32,209,10,92.73,-12.00,0.15,0.01
4010,Mac Hotels,60.85,6.09,18.26,5.86,3.12,0.32,1.07,57.06,0.00,76.06,4500,10,0.8,234.41,0.3,7.21
4011,Deccan Bearings,83.6,8.36,18.25,0,,-0.15,-0.69,,0.00,79.36,0,10,1.05,25.00,0.22,0.00
4012,Neueon Towers,3.22,0.32,18.21,0.11,165.39,-94.2,-16.66,,0.00,,0,10,-255.85,-1.71,5.65,
4013,Gala Global,3.31,0.66,18.07,67.23,0.27,-0.39,-0.07,,0.00,0.42,78009,5,7.79,36.36,5.46,0.60
4014,Vivid Global,19.78,3.96,18.06,38.6,0.47,0.57,0.62,31.68,0.00,1.21,1121,5,16.31,-50.00,0.91,0.26
4015,Yash Innoventure,26.88,2.69,18.06,1.48,12.17,0.05,0.07,361.20,0.00,1.29,11506,10,20.81,-680.00,0.67,0.33
4016,Mid India Inds.,11.05,1.11,18.01,4.46,4.04,-0.55,-0.34,,0.00,,4001,10,-2.69,42.11,1.63,
4017,Sonalis Consumer,90,9,17.99,4.08,4.41,0.02,0.1,899.50,0.00,3.18,2000,10,28.31,-231.82,0.2,0.35
4018,ISF,1.88,1.88,17.86,1.93,9.25,-0.74,-0.08,,0.00,1.33,55505,1,1.41,102.27,9.5,0.37
4019,Lime Chemicals,27.44,2.74,17.85,10.24,1.74,-0.13,-0.2,,0.00,10.26,9330,10,2.67,236.36,0.65,2.89
4020,Shiva Granito,13.5,1.35,17.84,5.44,3.28,0.83,0.63,21.49,0.00,1.19,20000,10,11.37,733.33,1.32,0.36
4021,Inter State Oil,35.74,3.57,17.83,92.46,0.19,0.59,1.18,30.22,0.00,0.98,2113,10,36.4,163.64,0.5,1.06
4022,Golech.Glob.Fin.,32.4,3.24,17.82,23.41,0.76,1.7,3.09,10.48,3.09,2.06,233,10,15.75,14.08,0.55,0.00
4023,Link Pharma Chem,40.1,4.01,17.80,30.87,0.57,-0.24,-0.54,,0.00,1.30,44929,10,30.87,15.38,0.44,0.67
4024,Kizi Apparels,22.75,2.28,17.79,20.27,0.88,0.72,1.4,24.71,0.00,,108000,10,,,0.78,0.88
4025,Vishvprabha Ven.,57.01,5.7,17.78,7.11,2.49,-0.43,-1.39,,0.00,4.58,79650,10,12.45,55.00,0.31,4.43
4026,KMG Milk Food,33.44,3.34,17.74,3.9,4.54,0.1,0.19,177.40,0.00,,0,10,-1.19,-104.17,0.53,
4027,Prism Finance,27.25,2.73,17.71,14.26,1.24,7.41,11.4,2.39,0.00,0.77,500,10,35.6,265.69,0.65,0.00
4029,MPL Plastics,14.14,1.41,17.68,0,,9.22,7.38,2.01,0.00,,142463,10,-2.44,-100.86,1.25,
4030,Kapil Cotex,170,17,17.68,0,,1.82,17.5,9.71,0.00,1.63,6,10,104.23,-48.98,0.1,0.00
4028,Yuvraaj Hygiene,1.95,1.95,17.68,22.31,0.79,0.1,0.01,176.80,0.00,,0,1,-0.52,220.51,9.07,
4031,GCM Securit.,0.93,0.93,17.67,0.04,441.75,-0.16,-0.01,,0.00,1.13,263511,1,0.82,-140.00,19,0.00
4032,Cont. Chemicals,78.27,7.83,17.60,0.26,66.23,0.53,2.36,33.21,0.00,3.84,215,10,20.41,-8.33,0.22,0.01
4033,Sh. Ganesh Elas.,31.87,3.19,17.53,30.41,0.58,2.25,4.09,7.79,0.00,3.18,9,10,10.01,216.49,0.55,0.15
4034,Rap Media,29.76,2.98,17.50,0,,61.28,104.2,0.30,0.00,2.17,987,10,13.69,38737.50,0.59,0.43
4035,Decipher Labs,17.33,1.73,17.50,33.81,0.52,0.22,0.22,79.55,0.00,0.80,10720,10,21.64,-20.83,1.01,0.00
4036,Shyam Telecom,15.5,1.55,17.47,0,,-3.07,-2.72,,0.00,,1600,10,-23.22,76.63,1.13,
4037,Neelkanth,40,4,17.44,5.04,3.49,0.3,0.68,58.13,0.00,1.84,921,10,21.8,-200.00,0.44,0.05
4038,Lypsa Gems,5.91,0.59,17.43,8.49,2.05,-32.65,-11.07,,0.00,0.55,59796,10,10.75,100.21,2.95,0.00
4039,Polo Hotels,7.78,0.78,17.41,0.04,435.68,-0.74,-0.33,,0.00,0.28,3273,10,27.72,-175.00,2.24,1.21
4040,United Credit,32.65,3.27,17.40,3.49,4.96,1.67,3.13,10.42,0.00,0.60,12,10,54.39,-38.10,0.53,0.00
4041,Unistar Multim.,6.93,0.69,17.33,39.91,0.43,2.96,1.18,5.85,0.00,0.17,270618,10,40.21,-54.87,2.5,0.01
4042,Hisar Spg. Mills,46.2,4.62,17.28,41.9,0.41,1.93,5.17,8.95,0.00,0.77,300,10,59.63,-7.14,0.37,0.14
4043,Tarai Foods,9.73,0.97,17.25,0,,-0.16,-0.09,,0.00,,3652,10,-1.42,121.74,1.77,
4045,Dipna Pharmachem,7.17,0.72,17.24,164.28,0.10,1.09,0.45,15.82,0.00,0.46,72000,10,15.6,-16.95,2.4,0.52
4044,Sofcom Systems,41.5,4.15,17.24,6.21,2.81,-0.03,-0.07,,0.00,3.22,626,10,12.9,-42.86,0.42,0.01
4046,Square Four Pro.,8.78,1.76,17.22,1.63,10.56,-0.11,-0.06,,0.00,0.88,3561,5,10,-80.00,1.96,0.21
4047,Tirth Plastic,38.65,3.87,17.20,0,,0.02,,860.00,0.00,,491,10,,200.00,,0.00
4048,Crane Infra,23.71,2.37,17.17,1.34,12.74,0.79,1.09,21.73,0.00,0.58,12478,10,40.97,-47.06,0.72,0.00
4049,Premier Cap Serv,4.62,4.62,17.12,0.74,23.16,-12.52,-3.38,,0.00,2.47,15201,1,1.87,99.68,3.71,0.07
4050,Garbi Finvest,14.57,1.46,17.09,4.3,3.96,-0.9,-0.77,,0.00,0.24,12149,10,61.74,-342.55,1.17,0.00
4051,U. H. Zaveri,16.72,1.67,17.04,29.75,0.57,1.15,1.13,14.82,0.00,0.88,28078,10,18.89,138.24,1.02,0.56
4052,Helpage Finlease,17.08,1.71,16.99,5.29,3.20,0.99,1,17.16,0.00,1.11,12,10,15.41,666.67,0.99,2.88
4053,Polymac Thermof.,35.5,3.55,16.97,14.55,1.17,0.31,0.65,54.74,0.00,1.61,2400,10,22.11,575.00,0.48,0.14
4054,Bohra Industries,11.86,1.19,16.96,0,,-2.54,-1.78,,0.00,0.30,0,10,39.77,24.68,1.43,0.01
4055,Rajdarshan Inds,54.43,5.44,16.93,2.22,7.60,1.05,3.38,16.12,0.00,0.79,21028,10,68.94,185.71,0.31,0.02
4056,Kachchh Minerals,31.94,3.19,16.93,2.25,7.52,0.48,0.91,35.27,0.00,8.82,6370,10,3.62,154.55,0.53,0.15
4057,Indo-City Info.,16.27,1.63,16.92,17.78,0.95,0.17,0.16,19.45,0.00,1.34,10685,10,12.15,71.43,1.04,0.00
4058,Sarda Proteins,97.9,9.79,16.90,1.06,15.70,-0.06,-0.35,,0.00,7.13,0,10,13.73,-500.00,0.17,0.00
